date,USA_gdp_value,USA_gdp_days_since_update,UK_gdp_value,UK_gdp_days_since_update
2016-06-03,18229.5,7.0,625099.0,4
2016-06-06,18229.5,10.0,625099.0,7
2016-06-07,18229.5,11.0,625099.0,8
2016-06-08,18229.5,12.0,625099.0,9
2016-06-09,18229.5,13.0,625099.0,10
2016-06-10,18229.5,14.0,625099.0,11
2016-06-13,18229.5,17.0,625099.0,14
2016-06-14,18229.5,18.0,625099.0,15
2016-06-15,18229.5,19.0,625099.0,16
2016-06-16,18229.5,20.0,625099.0,17
2016-06-17,18229.5,21.0,625099.0,18
2016-06-20,18229.5,24.0,625099.0,21
2016-06-21,18229.5,25.0,625099.0,22
2016-06-22,18229.5,26.0,625099.0,23
2016-06-23,18229.5,27.0,625099.0,24
2016-06-24,18229.5,28.0,625099.0,25
2016-06-27,18229.5,31.0,625099.0,28
2016-06-28,18230.1,0.0,625099.0,29
2016-06-29,18230.1,1.0,625099.0,30
2016-06-30,18230.1,2.0,625099.0,31
2016-07-01,18230.1,3.0,625099.0,32
2016-07-04,18230.1,6.0,625099.0,35
2016-07-05,18230.1,7.0,625099.0,36
2016-07-06,18230.1,8.0,625099.0,37
2016-07-07,18230.1,9.0,625099.0,38
2016-07-08,18230.1,10.0,625099.0,39
2016-07-11,18230.1,13.0,625099.0,42
2016-07-12,18230.1,14.0,625099.0,43
2016-07-13,18230.1,15.0,625099.0,44
2016-07-14,18230.1,16.0,625099.0,45
2016-07-15,18230.1,17.0,625099.0,46
2016-07-18,18230.1,20.0,625099.0,49
2016-07-19,18230.1,21.0,625099.0,50
2016-07-20,18230.1,22.0,625099.0,51
2016-07-21,18230.1,23.0,625099.0,52
2016-07-22,18230.1,24.0,625099.0,53
2016-07-25,18230.1,27.0,625099.0,56
2016-07-26,18230.1,28.0,625099.0,57
2016-07-27,18230.1,29.0,625099.0,58
2016-07-28,18230.1,30.0,625099.0,59
2016-07-29,17025.2,0.0,625099.0,60
2016-08-01,17025.2,3.0,625099.0,63
2016-08-02,17025.2,4.0,625099.0,64
2016-08-03,17025.2,5.0,625099.0,65
2016-08-04,17025.2,6.0,625099.0,66
2016-08-05,17025.2,7.0,625099.0,67
2016-08-08,17025.2,10.0,625099.0,70
2016-08-09,17025.2,11.0,625099.0,71
2016-08-10,17025.2,12.0,625099.0,72
2016-08-11,17025.2,13.0,625099.0,73
2016-08-12,17025.2,14.0,625099.0,74
2016-08-15,17025.2,17.0,625099.0,77
2016-08-16,17025.2,18.0,625099.0,78
2016-08-17,17025.2,19.0,625099.0,79
2016-08-18,17025.2,20.0,625099.0,80
2016-08-19,17025.2,21.0,625099.0,81
2016-08-22,17025.2,24.0,625099.0,84
2016-08-23,17025.2,25.0,625099.0,85
2016-08-24,17025.2,26.0,625099.0,86
2016-08-25,17025.2,27.0,625099.0,87
2016-08-26,18436.5,0.0,625099.0,88
2016-08-29,18436.5,3.0,629697.0,0
2016-08-30,18436.5,4.0,629697.0,1
2016-08-31,18436.5,5.0,629697.0,2
2016-09-01,18436.5,6.0,629697.0,3
2016-09-02,18436.5,7.0,629697.0,4
2016-09-05,18436.5,10.0,629697.0,7
2016-09-06,18436.5,11.0,629697.0,8
2016-09-07,18436.5,12.0,629697.0,9
2016-09-08,18436.5,13.0,629697.0,10
2016-09-09,18436.5,14.0,629697.0,11
2016-09-12,18436.5,17.0,629697.0,14
2016-09-13,18436.5,18.0,629697.0,15
2016-09-14,18436.5,19.0,629697.0,16
2016-09-15,18436.5,20.0,629697.0,17
2016-09-16,18436.5,21.0,629697.0,18
2016-09-19,18436.5,24.0,629697.0,21
2016-09-20,18436.5,25.0,629697.0,22
2016-09-21,18436.5,26.0,629697.0,23
2016-09-22,18436.5,27.0,629697.0,24
2016-09-23,18436.5,28.0,629697.0,25
2016-09-26,18436.5,31.0,629697.0,28
2016-09-27,18436.5,32.0,629697.0,29
2016-09-28,18436.5,33.0,629697.0,30
2016-09-29,18450.1,0.0,629697.0,31
2016-09-30,18450.1,1.0,629697.0,32
2016-10-03,18450.1,4.0,629697.0,35
2016-10-04,18450.1,5.0,629697.0,36
2016-10-05,18450.1,6.0,629697.0,37
2016-10-06,18450.1,7.0,629697.0,38
2016-10-07,18450.1,8.0,629697.0,39
2016-10-10,18450.1,11.0,629697.0,42
2016-10-11,18450.1,12.0,629697.0,43
2016-10-12,18450.1,13.0,629697.0,44
2016-10-13,18450.1,14.0,629697.0,45
2016-10-14,18450.1,15.0,629697.0,46
2016-10-17,18450.1,18.0,629697.0,49
2016-10-18,18450.1,19.0,629697.0,50
2016-10-19,18450.1,20.0,629697.0,51
2016-10-20,18450.1,21.0,629697.0,52
2016-10-21,18450.1,22.0,629697.0,53
2016-10-24,18450.1,25.0,629697.0,56
2016-10-25,18450.1,26.0,629697.0,57
2016-10-26,18450.1,27.0,629697.0,58
2016-10-27,18450.1,28.0,629697.0,59
2016-10-28,18651.2,0.0,629697.0,60
2016-10-31,18651.2,3.0,629697.0,63
2016-11-01,18651.2,4.0,629697.0,64
2016-11-02,18651.2,5.0,629697.0,65
2016-11-03,18651.2,6.0,629697.0,66
2016-11-04,18651.2,7.0,629697.0,67
2016-11-07,18651.2,10.0,629697.0,70
2016-11-08,18651.2,11.0,629697.0,71
2016-11-09,18651.2,12.0,629697.0,72
2016-11-10,18651.2,13.0,629697.0,73
2016-11-11,18651.2,14.0,629697.0,74
2016-11-14,18651.2,17.0,629697.0,77
2016-11-15,18651.2,18.0,629697.0,78
2016-11-16,18651.2,19.0,629697.0,79
2016-11-17,18651.2,20.0,629697.0,80
2016-11-18,18651.2,21.0,629697.0,81
2016-11-21,18651.2,24.0,629697.0,84
2016-11-22,18651.2,25.0,629697.0,85
2016-11-23,18651.2,26.0,629697.0,86
2016-11-24,18651.2,27.0,629697.0,87
2016-11-25,18651.2,28.0,629697.0,88
2016-11-28,18651.2,31.0,629697.0,91
2016-11-29,18657.9,0.0,632477.0,0
2016-11-30,18657.9,1.0,632477.0,1
2016-12-01,18657.9,2.0,632477.0,2
2016-12-02,18657.9,3.0,632477.0,3
2016-12-05,18657.9,6.0,632477.0,6
2016-12-06,18657.9,7.0,632477.0,7
2016-12-07,18657.9,8.0,632477.0,8
2016-12-08,18657.9,9.0,632477.0,9
2016-12-09,18657.9,10.0,632477.0,10
2016-12-12,18657.9,13.0,632477.0,13
2016-12-13,18657.9,14.0,632477.0,14
2016-12-14,18657.9,15.0,632477.0,15
2016-12-15,18657.9,16.0,632477.0,16
2016-12-16,18657.9,17.0,632477.0,17
2016-12-19,18657.9,20.0,632477.0,20
2016-12-20,18657.9,21.0,632477.0,21
2016-12-21,18657.9,22.0,632477.0,22
2016-12-22,18675.3,0.0,632477.0,23
2016-12-23,18675.3,1.0,632477.0,24
2016-12-26,18675.3,4.0,632477.0,27
2016-12-27,18675.3,5.0,632477.0,28
2016-12-28,18675.3,6.0,632477.0,29
2016-12-29,18675.3,7.0,632477.0,30
2016-12-30,18675.3,8.0,632477.0,31
2017-01-02,18675.3,11.0,632477.0,34
2017-01-03,18675.3,12.0,632477.0,35
2017-01-04,18675.3,13.0,632477.0,36
2017-01-05,18675.3,14.0,632477.0,37
2017-01-06,18675.3,15.0,632477.0,38
2017-01-09,18675.3,18.0,632477.0,41
2017-01-10,18675.3,19.0,632477.0,42
2017-01-11,18675.3,20.0,632477.0,43
2017-01-12,18675.3,21.0,632477.0,44
2017-01-13,18675.3,22.0,632477.0,45
2017-01-16,18675.3,25.0,632477.0,48
2017-01-17,18675.3,26.0,632477.0,49
2017-01-18,18675.3,27.0,632477.0,50
2017-01-19,18675.3,28.0,632477.0,51
2017-01-20,18675.3,29.0,632477.0,52
2017-01-23,18675.3,32.0,632477.0,55
2017-01-24,18675.3,33.0,632477.0,56
2017-01-25,18675.3,34.0,632477.0,57
2017-01-26,18675.3,35.0,632477.0,58
2017-01-27,18860.8,0.0,632477.0,59
2017-01-30,18860.8,3.0,632477.0,62
2017-01-31,18860.8,4.0,632477.0,63
2017-02-01,18860.8,5.0,632477.0,64
2017-02-02,18860.8,6.0,632477.0,65
2017-02-03,18860.8,7.0,632477.0,66
2017-02-06,18860.8,10.0,632477.0,69
2017-02-07,18860.8,11.0,632477.0,70
2017-02-08,18860.8,12.0,632477.0,71
2017-02-09,18860.8,13.0,632477.0,72
2017-02-10,18860.8,14.0,632477.0,73
2017-02-13,18860.8,17.0,632477.0,76
2017-02-14,18860.8,18.0,632477.0,77
2017-02-15,18860.8,19.0,632477.0,78
2017-02-16,18860.8,20.0,632477.0,79
2017-02-17,18860.8,21.0,632477.0,80
2017-02-20,18860.8,24.0,632477.0,83
2017-02-21,18860.8,25.0,632477.0,84
2017-02-22,18860.8,26.0,632477.0,85
2017-02-23,18860.8,27.0,632477.0,86
2017-02-24,18860.8,28.0,632477.0,87
2017-02-27,18860.8,31.0,632477.0,90
2017-02-28,18855.5,0.0,632477.0,91
2017-03-01,18855.5,1.0,636392.0,0
2017-03-02,18855.5,2.0,636392.0,1
2017-03-03,18855.5,3.0,636392.0,2
2017-03-06,18855.5,6.0,636392.0,5
2017-03-07,18855.5,7.0,636392.0,6
2017-03-08,18855.5,8.0,636392.0,7
2017-03-09,18855.5,9.0,636392.0,8
2017-03-10,18855.5,10.0,636392.0,9
2017-03-13,18855.5,13.0,636392.0,12
2017-03-14,18855.5,14.0,636392.0,13
2017-03-15,18855.5,15.0,636392.0,14
2017-03-16,18855.5,16.0,636392.0,15
2017-03-17,18855.5,17.0,636392.0,16
2017-03-20,18855.5,20.0,636392.0,19
2017-03-21,18855.5,21.0,636392.0,20
2017-03-22,18855.5,22.0,636392.0,21
2017-03-23,18855.5,23.0,636392.0,22
2017-03-24,18855.5,24.0,636392.0,23
2017-03-27,18855.5,27.0,636392.0,26
2017-03-28,18855.5,28.0,636392.0,27
2017-03-29,18855.5,29.0,636392.0,28
2017-03-30,18869.4,0.0,636392.0,29
2017-03-31,18869.4,1.0,636392.0,30
2017-04-03,18869.4,4.0,636392.0,33
2017-04-04,18869.4,5.0,636392.0,34
2017-04-05,18869.4,6.0,636392.0,35
2017-04-06,18869.4,7.0,636392.0,36
2017-04-07,18869.4,8.0,636392.0,37
2017-04-10,18869.4,11.0,636392.0,40
2017-04-11,18869.4,12.0,636392.0,41
2017-04-12,18869.4,13.0,636392.0,42
2017-04-13,18869.4,14.0,636392.0,43
2017-04-14,18869.4,15.0,636392.0,44
2017-04-17,18869.4,18.0,636392.0,47
2017-04-18,18869.4,19.0,636392.0,48
2017-04-19,18869.4,20.0,636392.0,49
2017-04-20,18869.4,21.0,636392.0,50
2017-04-21,18869.4,22.0,636392.0,51
2017-04-24,18869.4,25.0,636392.0,54
2017-04-25,18869.4,26.0,636392.0,55
2017-04-26,18869.4,27.0,636392.0,56
2017-04-27,18869.4,28.0,636392.0,57
2017-04-28,19007.3,0.0,636392.0,58
2017-05-01,19007.3,3.0,636392.0,61
2017-05-02,19007.3,4.0,636392.0,62
2017-05-03,19007.3,5.0,636392.0,63
2017-05-04,19007.3,6.0,636392.0,64
2017-05-05,19007.3,7.0,636392.0,65
2017-05-08,19007.3,10.0,636392.0,68
2017-05-09,19007.3,11.0,636392.0,69
2017-05-10,19007.3,12.0,636392.0,70
2017-05-11,19007.3,13.0,636392.0,71
2017-05-12,19007.3,14.0,636392.0,72
2017-05-15,19007.3,17.0,636392.0,75
2017-05-16,19007.3,18.0,636392.0,76
2017-05-17,19007.3,19.0,636392.0,77
2017-05-18,19007.3,20.0,636392.0,78
2017-05-19,19007.3,21.0,636392.0,79
2017-05-22,19007.3,24.0,636392.0,82
2017-05-23,19007.3,25.0,636392.0,83
2017-05-24,19007.3,26.0,636392.0,84
2017-05-25,19007.3,27.0,636392.0,85
2017-05-26,19027.6,0.0,636392.0,86
2017-05-29,19027.6,3.0,636392.0,89
2017-05-30,19027.6,4.0,642463.0,0
2017-05-31,19027.6,5.0,642463.0,1
2017-06-01,19027.6,6.0,642463.0,2
2017-06-02,19027.6,7.0,642463.0,3
2017-06-05,19027.6,10.0,642463.0,6
2017-06-06,19027.6,11.0,642463.0,7
2017-06-07,19027.6,12.0,642463.0,8
2017-06-08,19027.6,13.0,642463.0,9
2017-06-09,19027.6,14.0,642463.0,10
2017-06-12,19027.6,17.0,642463.0,13
2017-06-13,19027.6,18.0,642463.0,14
2017-06-14,19027.6,19.0,642463.0,15
2017-06-15,19027.6,20.0,642463.0,16
2017-06-16,19027.6,21.0,642463.0,17
2017-06-19,19027.6,24.0,642463.0,20
2017-06-20,19027.6,25.0,642463.0,21
2017-06-21,19027.6,26.0,642463.0,22
2017-06-22,19027.6,27.0,642463.0,23
2017-06-23,19027.6,28.0,642463.0,24
2017-06-26,19027.6,31.0,642463.0,27
2017-06-27,19027.6,32.0,642463.0,28
2017-06-28,19027.6,33.0,642463.0,29
2017-06-29,19027.1,0.0,642463.0,30
2017-06-30,19027.1,1.0,642463.0,31
2017-07-03,19027.1,4.0,642463.0,34
2017-07-04,19027.1,5.0,642463.0,35
2017-07-05,19027.1,6.0,642463.0,36
2017-07-06,19027.1,7.0,642463.0,37
2017-07-07,19027.1,8.0,642463.0,38
2017-07-10,19027.1,11.0,642463.0,41
2017-07-11,19027.1,12.0,642463.0,42
2017-07-12,19027.1,13.0,642463.0,43
2017-07-13,19027.1,14.0,642463.0,44
2017-07-14,19027.1,15.0,642463.0,45
2017-07-17,19027.1,18.0,642463.0,48
2017-07-18,19027.1,19.0,642463.0,49
2017-07-19,19027.1,20.0,642463.0,50
2017-07-20,19027.1,21.0,642463.0,51
2017-07-21,19027.1,22.0,642463.0,52
2017-07-24,19027.1,25.0,642463.0,55
2017-07-25,19027.1,26.0,642463.0,56
2017-07-26,19027.1,27.0,642463.0,57
2017-07-27,19027.1,28.0,642463.0,58
2017-07-28,18729.1,0.0,642463.0,59
2017-07-31,18729.1,3.0,642463.0,62
2017-08-01,18729.1,4.0,642463.0,63
2017-08-02,18729.1,5.0,642463.0,64
2017-08-03,18729.1,6.0,642463.0,65
2017-08-04,18729.1,7.0,642463.0,66
2017-08-07,18729.1,10.0,642463.0,69
2017-08-08,18729.1,11.0,642463.0,70
2017-08-09,18729.1,12.0,642463.0,71
2017-08-10,18729.1,13.0,642463.0,72
2017-08-11,18729.1,14.0,642463.0,73
2017-08-14,18729.1,17.0,642463.0,76
2017-08-15,18729.1,18.0,642463.0,77
2017-08-16,18729.1,19.0,642463.0,78
2017-08-17,18729.1,20.0,642463.0,79
2017-08-18,18729.1,21.0,642463.0,80
2017-08-21,18729.1,24.0,642463.0,83
2017-08-22,18729.1,25.0,642463.0,84
2017-08-23,18729.1,26.0,642463.0,85
2017-08-24,18729.1,27.0,642463.0,86
2017-08-25,18729.1,28.0,642463.0,87
2017-08-28,18729.1,31.0,642463.0,90
2017-08-29,18729.1,32.0,647944.0,0
2017-08-30,19246.7,0.0,647944.0,1
2017-08-31,19246.7,1.0,647944.0,2
2017-09-01,19246.7,2.0,647944.0,3
2017-09-04,19246.7,5.0,647944.0,6
2017-09-05,19246.7,6.0,647944.0,7
2017-09-06,19246.7,7.0,647944.0,8
2017-09-07,19246.7,8.0,647944.0,9
2017-09-08,19246.7,9.0,647944.0,10
2017-09-11,19246.7,12.0,647944.0,13
2017-09-12,19246.7,13.0,647944.0,14
2017-09-13,19246.7,14.0,647944.0,15
2017-09-14,19246.7,15.0,647944.0,16
2017-09-15,19246.7,16.0,647944.0,17
2017-09-18,19246.7,19.0,647944.0,20
2017-09-19,19246.7,20.0,647944.0,21
2017-09-20,19246.7,21.0,647944.0,22
2017-09-21,19246.7,22.0,647944.0,23
2017-09-22,19246.7,23.0,647944.0,24
2017-09-25,19246.7,26.0,647944.0,27
2017-09-26,19246.7,27.0,647944.0,28
2017-09-27,19246.7,28.0,647944.0,29
2017-09-28,19250.0,0.0,647944.0,30
2017-09-29,19250.0,1.0,647944.0,31
2017-10-02,19250.0,4.0,647944.0,34
2017-10-03,19250.0,5.0,647944.0,35
2017-10-04,19250.0,6.0,647944.0,36
2017-10-05,19250.0,7.0,647944.0,37
2017-10-06,19250.0,8.0,647944.0,38
2017-10-09,19250.0,11.0,647944.0,41
2017-10-10,19250.0,12.0,647944.0,42
2017-10-11,19250.0,13.0,647944.0,43
2017-10-12,19250.0,14.0,647944.0,44
2017-10-13,19250.0,15.0,647944.0,45
2017-10-16,19250.0,18.0,647944.0,48
2017-10-17,19250.0,19.0,647944.0,49
2017-10-18,19250.0,20.0,647944.0,50
2017-10-19,19250.0,21.0,647944.0,51
2017-10-20,19250.0,22.0,647944.0,52
2017-10-23,19250.0,25.0,647944.0,55
2017-10-24,19250.0,26.0,647944.0,56
2017-10-25,19250.0,27.0,647944.0,57
2017-10-26,19250.0,28.0,647944.0,58
2017-10-27,19057.705,0.0,647944.0,59
2017-10-30,19057.705,3.0,647944.0,62
2017-10-31,19057.705,4.0,647944.0,63
2017-11-01,19057.705,5.0,647944.0,64
2017-11-02,19057.705,6.0,647944.0,65
2017-11-03,19057.705,7.0,647944.0,66
2017-11-06,19057.705,10.0,647944.0,69
2017-11-07,19057.705,11.0,647944.0,70
2017-11-08,19057.705,12.0,647944.0,71
2017-11-09,19057.705,13.0,647944.0,72
2017-11-10,19057.705,14.0,647944.0,73
2017-11-13,19057.705,17.0,647944.0,76
2017-11-14,19057.705,18.0,647944.0,77
2017-11-15,19057.705,19.0,647944.0,78
2017-11-16,19057.705,20.0,647944.0,79
2017-11-17,19057.705,21.0,647944.0,80
2017-11-20,19057.705,24.0,647944.0,83
2017-11-21,19057.705,25.0,647944.0,84
2017-11-22,19057.705,26.0,647944.0,85
2017-11-23,19057.705,27.0,647944.0,86
2017-11-24,19057.705,28.0,647944.0,87
2017-11-27,19057.705,31.0,647944.0,90
2017-11-28,19057.705,32.0,647944.0,91
2017-11-29,19508.986,0.0,652329.0,0
2017-11-30,19508.986,1.0,652329.0,1
2017-12-01,19508.986,2.0,652329.0,2
2017-12-04,19508.986,5.0,652329.0,5
2017-12-05,19508.986,6.0,652329.0,6
2017-12-06,19508.986,7.0,652329.0,7
2017-12-07,19508.986,8.0,652329.0,8
2017-12-08,19508.986,9.0,652329.0,9
2017-12-11,19508.986,12.0,652329.0,12
2017-12-12,19508.986,13.0,652329.0,13
2017-12-13,19508.986,14.0,652329.0,14
2017-12-14,19508.986,15.0,652329.0,15
2017-12-15,19508.986,16.0,652329.0,16
2017-12-18,19508.986,19.0,652329.0,19
2017-12-19,19508.986,20.0,652329.0,20
2017-12-20,19508.986,21.0,652329.0,21
2017-12-21,19500.602,0.0,652329.0,22
2017-12-22,19500.602,1.0,652329.0,23
2017-12-25,19500.602,4.0,652329.0,26
2017-12-26,19500.602,5.0,652329.0,27
2017-12-27,19500.602,6.0,652329.0,28
2017-12-28,19500.602,7.0,652329.0,29
2017-12-29,19500.602,8.0,652329.0,30
2018-01-01,19500.602,11.0,652329.0,33
2018-01-02,19500.602,12.0,652329.0,34
2018-01-03,19500.602,13.0,652329.0,35
2018-01-04,19500.602,14.0,652329.0,36
2018-01-05,19500.602,15.0,652329.0,37
2018-01-08,18287.226,1.0,652329.0,40
2018-01-09,18287.226,2.0,652329.0,41
2018-01-10,18287.226,3.0,652329.0,42
2018-01-11,18287.226,4.0,652329.0,43
2018-01-12,18287.226,5.0,652329.0,44
2018-01-15,18287.226,8.0,652329.0,47
2018-01-16,18287.226,9.0,652329.0,48
2018-01-17,18287.226,10.0,652329.0,49
2018-01-18,18287.226,11.0,652329.0,50
2018-01-19,18287.226,12.0,652329.0,51
2018-01-22,18287.226,15.0,652329.0,54
2018-01-23,18287.226,16.0,652329.0,55
2018-01-24,18287.226,17.0,652329.0,56
2018-01-25,18287.226,18.0,652329.0,57
2018-01-26,19738.887,0.0,652329.0,58
2018-01-29,19738.887,3.0,652329.0,61
2018-01-30,19738.887,4.0,652329.0,62
2018-01-31,19738.887,5.0,652329.0,63
2018-02-01,19738.887,6.0,652329.0,64
2018-02-02,19738.887,7.0,652329.0,65
2018-02-05,19738.887,10.0,652329.0,68
2018-02-06,19738.887,11.0,652329.0,69
2018-02-07,19738.887,12.0,652329.0,70
2018-02-08,19738.887,13.0,652329.0,71
2018-02-09,19738.887,14.0,652329.0,72
2018-02-12,19738.887,17.0,652329.0,75
2018-02-13,19738.887,18.0,652329.0,76
2018-02-14,19738.887,19.0,652329.0,77
2018-02-15,19738.887,20.0,652329.0,78
2018-02-16,19738.887,21.0,652329.0,79
2018-02-19,19738.887,24.0,652329.0,82
2018-02-20,19738.887,25.0,652329.0,83
2018-02-21,19738.887,26.0,652329.0,84
2018-02-22,19738.887,27.0,652329.0,85
2018-02-23,19738.887,28.0,652329.0,86
2018-02-26,19738.887,31.0,652329.0,89
2018-02-27,19738.887,32.0,652329.0,90
2018-02-28,19736.491,0.0,652329.0,91
2018-03-01,19736.491,1.0,657225.0,0
2018-03-02,19736.491,2.0,657225.0,1
2018-03-05,19736.491,5.0,657225.0,4
2018-03-06,19736.491,6.0,657225.0,5
2018-03-07,19736.491,7.0,657225.0,6
2018-03-08,19736.491,8.0,657225.0,7
2018-03-09,19736.491,9.0,657225.0,8
2018-03-12,19736.491,12.0,657225.0,11
2018-03-13,19736.491,13.0,657225.0,12
2018-03-14,19736.491,14.0,657225.0,13
2018-03-15,19736.491,15.0,657225.0,14
2018-03-16,19736.491,16.0,657225.0,15
2018-03-19,19736.491,19.0,657225.0,18
2018-03-20,19736.491,20.0,657225.0,19
2018-03-21,19736.491,21.0,657225.0,20
2018-03-22,19736.491,22.0,657225.0,21
2018-03-23,19736.491,23.0,657225.0,22
2018-03-26,19736.491,26.0,657225.0,25
2018-03-27,19736.491,27.0,657225.0,26
2018-03-28,19754.102,0.0,657225.0,27
2018-03-29,19754.102,1.0,657225.0,28
2018-03-30,19754.102,2.0,657225.0,29
2018-04-02,19754.102,5.0,657225.0,32
2018-04-03,19754.102,6.0,657225.0,33
2018-04-04,19754.102,7.0,657225.0,34
2018-04-05,19754.102,8.0,657225.0,35
2018-04-06,19754.102,9.0,657225.0,36
2018-04-09,19754.102,12.0,657225.0,39
2018-04-10,19754.102,13.0,657225.0,40
2018-04-11,19754.102,14.0,657225.0,41
2018-04-12,19754.102,15.0,657225.0,42
2018-04-13,19754.102,16.0,657225.0,43
2018-04-16,19754.102,19.0,657225.0,46
2018-04-17,19754.102,20.0,657225.0,47
2018-04-18,19754.102,21.0,657225.0,48
2018-04-19,19754.102,22.0,657225.0,49
2018-04-20,19754.102,23.0,657225.0,50
2018-04-23,19754.102,26.0,657225.0,53
2018-04-24,19754.102,27.0,657225.0,54
2018-04-25,19754.102,28.0,657225.0,55
2018-04-26,19754.102,29.0,657225.0,56
2018-04-27,19965.326,0.0,657225.0,57
2018-04-30,19965.326,3.0,657225.0,60
2018-05-01,19965.326,4.0,657225.0,61
2018-05-02,19965.326,5.0,657225.0,62
2018-05-03,19965.326,6.0,657225.0,63
2018-05-04,19965.326,7.0,657225.0,64
2018-05-07,19965.326,10.0,657225.0,67
2018-05-08,19965.326,11.0,657225.0,68
2018-05-09,19965.326,12.0,657225.0,69
2018-05-10,19965.326,13.0,657225.0,70
2018-05-11,19965.326,14.0,657225.0,71
2018-05-14,19965.326,17.0,657225.0,74
2018-05-15,19965.326,18.0,657225.0,75
2018-05-16,19965.326,19.0,657225.0,76
2018-05-17,19965.326,20.0,657225.0,77
2018-05-18,19965.326,21.0,657225.0,78
2018-05-21,19965.326,24.0,657225.0,81
2018-05-22,19965.326,25.0,657225.0,82
2018-05-23,19965.326,26.0,657225.0,83
2018-05-24,19965.326,27.0,657225.0,84
2018-05-25,19965.326,28.0,657225.0,85
2018-05-28,19965.326,31.0,657225.0,88
2018-05-29,19965.326,32.0,657225.0,89
2018-05-30,19956.811,0.0,657741.0,0
2018-05-31,19956.811,1.0,657741.0,1
2018-06-01,19956.811,2.0,657741.0,2
2018-06-04,19956.811,5.0,657741.0,5
2018-06-05,19956.811,6.0,657741.0,6
2018-06-06,19956.811,7.0,657741.0,7
2018-06-07,19956.811,8.0,657741.0,8
2018-06-08,19956.811,9.0,657741.0,9
2018-06-11,19956.811,12.0,657741.0,12
2018-06-12,19956.811,13.0,657741.0,13
2018-06-13,19956.811,14.0,657741.0,14
2018-06-14,19956.811,15.0,657741.0,15
2018-06-15,19956.811,16.0,657741.0,16
2018-06-18,19956.811,19.0,657741.0,19
2018-06-19,19956.811,20.0,657741.0,20
2018-06-20,19956.811,21.0,657741.0,21
2018-06-21,19956.811,22.0,657741.0,22
2018-06-22,19956.811,23.0,657741.0,23
2018-06-25,19956.811,26.0,657741.0,26
2018-06-26,19956.811,27.0,657741.0,27
2018-06-27,19956.811,28.0,657741.0,28
2018-06-28,19960.097,0.0,657741.0,29
2018-06-29,19960.097,1.0,657741.0,30
2018-07-02,19960.097,4.0,657741.0,33
2018-07-03,19960.097,5.0,657741.0,34
2018-07-04,19960.097,6.0,657741.0,35
2018-07-05,19960.097,7.0,657741.0,36
2018-07-06,19960.097,8.0,657741.0,37
2018-07-09,19960.097,11.0,657741.0,40
2018-07-10,19960.097,12.0,657741.0,41
2018-07-11,19960.097,13.0,657741.0,42
2018-07-12,19960.097,14.0,657741.0,43
2018-07-13,19960.097,15.0,657741.0,44
2018-07-16,19960.097,18.0,657741.0,47
2018-07-17,19960.097,19.0,657741.0,48
2018-07-18,19960.097,20.0,657741.0,49
2018-07-19,19960.097,21.0,657741.0,50
2018-07-20,19960.097,22.0,657741.0,51
2018-07-23,19960.097,25.0,657741.0,54
2018-07-24,19960.097,26.0,657741.0,55
2018-07-25,19960.097,27.0,657741.0,56
2018-07-26,19960.097,28.0,657741.0,57
2018-07-27,17719.836,0.0,657741.0,58
2018-07-30,17719.836,3.0,657741.0,61
2018-07-31,17719.836,4.0,657741.0,62
2018-08-01,17719.836,5.0,657741.0,63
2018-08-02,17719.836,6.0,657741.0,64
2018-08-03,17719.836,7.0,657741.0,65
2018-08-06,17719.836,10.0,657741.0,68
2018-08-07,17719.836,11.0,657741.0,69
2018-08-08,17719.836,12.0,657741.0,70
2018-08-09,17719.836,13.0,657741.0,71
2018-08-10,17719.836,14.0,657741.0,72
2018-08-13,17719.836,17.0,657741.0,75
2018-08-14,17719.836,18.0,657741.0,76
2018-08-15,17719.836,19.0,657741.0,77
2018-08-16,17719.836,20.0,657741.0,78
2018-08-17,17719.836,21.0,657741.0,79
2018-08-20,17719.836,24.0,657741.0,82
2018-08-21,17719.836,25.0,657741.0,83
2018-08-22,17719.836,26.0,657741.0,84
2018-08-23,17719.836,27.0,657741.0,85
2018-08-24,17719.836,28.0,657741.0,86
2018-08-27,17719.836,31.0,657741.0,89
2018-08-28,17719.836,32.0,657741.0,90
2018-08-29,20411.87,0.0,659172.0,0
2018-08-30,20411.87,1.0,659172.0,1
2018-08-31,20411.87,2.0,659172.0,2
2018-09-03,20411.87,5.0,659172.0,5
2018-09-04,20411.87,6.0,659172.0,6
2018-09-05,20411.87,7.0,659172.0,7
2018-09-06,20411.87,8.0,659172.0,8
2018-09-07,20411.87,9.0,659172.0,9
2018-09-10,20411.87,12.0,659172.0,12
2018-09-11,20411.87,13.0,659172.0,13
2018-09-12,20411.87,14.0,659172.0,14
2018-09-13,20411.87,15.0,659172.0,15
2018-09-14,20411.87,16.0,659172.0,16
2018-09-17,20411.87,19.0,659172.0,19
2018-09-18,20411.87,20.0,659172.0,20
2018-09-19,20411.87,21.0,659172.0,21
2018-09-20,20411.87,22.0,659172.0,22
2018-09-21,20411.87,23.0,659172.0,23
2018-09-24,20411.87,26.0,659172.0,26
2018-09-25,20411.87,27.0,659172.0,27
2018-09-26,20411.87,28.0,659172.0,28
2018-09-27,20411.924,0.0,659172.0,29
2018-09-28,20411.924,1.0,659172.0,30
