date,USA_cpi_value,USA_cpi_days_since_update,UK_cpi_value,UK_cpi_days_since_update,USA_cpi_yoy,USA_cpi_yoy_days_since_update,UK_cpi_yoy,UK_cpi_yoy_days_since_update,UK_cpi_yoy_log
2017-03-17,244.456,2.0,101.4,3,2.8103616813294208,2.0,1.9095477386934734,3.0,0.6468664279959422
2017-03-20,244.456,5.0,101.4,6,2.8103616813294208,5.0,1.9095477386934734,6.0,0.6468664279959422
2017-03-21,244.456,6.0,101.4,7,2.8103616813294208,6.0,1.9095477386934734,7.0,0.6468664279959422
2017-03-22,244.456,7.0,101.4,8,2.8103616813294208,7.0,1.9095477386934734,8.0,0.6468664279959422
2017-03-23,244.456,8.0,101.4,9,2.8103616813294208,8.0,1.9095477386934734,9.0,0.6468664279959422
2017-03-24,244.456,9.0,101.4,10,2.8103616813294208,9.0,1.9095477386934734,10.0,0.6468664279959422
2017-03-27,244.456,12.0,101.4,13,2.8103616813294208,12.0,1.9095477386934734,13.0,0.6468664279959422
2017-03-28,244.456,13.0,101.4,14,2.8103616813294208,13.0,1.9095477386934734,14.0,0.6468664279959422
2017-03-29,244.456,14.0,101.4,15,2.8103616813294208,14.0,1.9095477386934734,15.0,0.6468664279959422
2017-03-30,244.456,15.0,101.4,16,2.8103616813294208,15.0,1.9095477386934734,16.0,0.6468664279959422
2017-03-31,244.456,16.0,101.4,17,2.8103616813294208,16.0,1.9095477386934734,17.0,0.6468664279959422
2017-04-03,244.456,19.0,101.4,20,2.8103616813294208,19.0,1.9095477386934734,20.0,0.6468664279959422
2017-04-04,244.456,20.0,101.4,21,2.8103616813294208,20.0,1.9095477386934734,21.0,0.6468664279959422
2017-04-05,244.456,21.0,101.4,22,2.8103616813294208,21.0,1.9095477386934734,22.0,0.6468664279959422
2017-04-06,244.456,22.0,101.4,23,2.8103616813294208,22.0,1.9095477386934734,23.0,0.6468664279959422
2017-04-07,244.456,23.0,101.4,24,2.8103616813294208,23.0,1.9095477386934734,24.0,0.6468664279959422
2017-04-10,244.456,26.0,101.4,27,2.8103616813294208,26.0,1.9095477386934734,27.0,0.6468664279959422
2017-04-11,244.456,27.0,102.1,0,2.8103616813294208,27.0,2.3046092184368705,0.0,0.8349111256057756
2017-04-12,244.456,28.0,102.1,1,2.8103616813294208,28.0,2.3046092184368705,1.0,0.8349111256057756
2017-04-13,244.456,29.0,102.1,2,2.8103616813294208,29.0,2.3046092184368705,2.0,0.8349111256057756
2017-04-14,243.752,0.0,102.1,3,2.44119623655914,0.0,2.3046092184368705,3.0,0.8349111256057756
2017-04-17,243.752,3.0,102.1,6,2.44119623655914,3.0,2.3046092184368705,6.0,0.8349111256057756
2017-04-18,243.752,4.0,102.1,7,2.44119623655914,4.0,2.3046092184368705,7.0,0.8349111256057756
2017-04-19,243.752,5.0,102.1,8,2.44119623655914,5.0,2.3046092184368705,8.0,0.8349111256057756
2017-04-20,243.752,6.0,102.1,9,2.44119623655914,6.0,2.3046092184368705,9.0,0.8349111256057756
2017-04-21,243.752,7.0,102.1,10,2.44119623655914,7.0,2.3046092184368705,10.0,0.8349111256057756
2017-04-24,243.752,10.0,102.1,13,2.44119623655914,10.0,2.3046092184368705,13.0,0.8349111256057756
2017-04-25,243.752,11.0,102.1,14,2.44119623655914,11.0,2.3046092184368705,14.0,0.8349111256057756
2017-04-26,243.752,12.0,102.1,15,2.44119623655914,12.0,2.3046092184368705,15.0,0.8349111256057756
2017-04-27,243.752,13.0,102.1,16,2.44119623655914,13.0,2.3046092184368705,16.0,0.8349111256057756
2017-04-28,243.752,14.0,102.1,17,2.44119623655914,14.0,2.3046092184368705,17.0,0.8349111256057756
2017-05-01,243.752,17.0,102.1,20,2.44119623655914,17.0,2.3046092184368705,20.0,0.8349111256057756
2017-05-02,243.752,18.0,102.1,21,2.44119623655914,18.0,2.3046092184368705,21.0,0.8349111256057756
2017-05-03,243.752,19.0,102.1,22,2.44119623655914,19.0,2.3046092184368705,22.0,0.8349111256057756
2017-05-04,243.752,20.0,102.1,23,2.44119623655914,20.0,2.3046092184368705,23.0,0.8349111256057756
2017-05-05,243.752,21.0,102.1,24,2.44119623655914,21.0,2.3046092184368705,24.0,0.8349111256057756
2017-05-08,243.752,24.0,102.1,27,2.44119623655914,24.0,2.3046092184368705,27.0,0.8349111256057756
2017-05-09,243.752,25.0,102.1,28,2.44119623655914,25.0,2.3046092184368705,28.0,0.8349111256057756
2017-05-10,243.752,26.0,102.1,29,2.44119623655914,26.0,2.3046092184368705,29.0,0.8349111256057756
2017-05-11,243.752,27.0,102.1,30,2.44119623655914,27.0,2.3046092184368705,30.0,0.8349111256057756
2017-05-12,244.158,0.0,102.5,0,2.176223471915395,0.0,2.2954091816367317,0.0,0.8309111202724332
2017-05-15,244.158,3.0,102.5,3,2.176223471915395,3.0,2.2954091816367317,3.0,0.8309111202724332
2017-05-16,244.158,4.0,102.5,4,2.176223471915395,4.0,2.2954091816367317,4.0,0.8309111202724332
2017-05-17,244.158,5.0,102.5,5,2.176223471915395,5.0,2.2954091816367317,5.0,0.8309111202724332
2017-05-18,244.158,6.0,102.5,6,2.176223471915395,6.0,2.2954091816367317,6.0,0.8309111202724332
2017-05-19,244.158,7.0,102.5,7,2.176223471915395,7.0,2.2954091816367317,7.0,0.8309111202724332
2017-05-22,244.158,10.0,102.5,10,2.176223471915395,10.0,2.2954091816367317,10.0,0.8309111202724332
2017-05-23,244.158,11.0,102.5,11,2.176223471915395,11.0,2.2954091816367317,11.0,0.8309111202724332
2017-05-24,244.158,12.0,102.5,12,2.176223471915395,12.0,2.2954091816367317,12.0,0.8309111202724332
2017-05-25,244.158,13.0,102.5,13,2.176223471915395,13.0,2.2954091816367317,13.0,0.8309111202724332
2017-05-26,244.158,14.0,102.5,14,2.176223471915395,14.0,2.2954091816367317,14.0,0.8309111202724332
2017-05-29,244.158,17.0,102.5,17,2.176223471915395,17.0,2.2954091816367317,17.0,0.8309111202724332
2017-05-30,244.158,18.0,102.5,18,2.176223471915395,18.0,2.2954091816367317,18.0,0.8309111202724332
2017-05-31,244.158,19.0,102.5,19,2.176223471915395,19.0,2.2954091816367317,19.0,0.8309111202724332
2017-06-01,244.158,20.0,102.5,20,2.176223471915395,20.0,2.2954091816367317,20.0,0.8309111202724332
2017-06-02,244.158,21.0,102.5,21,2.176223471915395,21.0,2.2954091816367317,21.0,0.8309111202724332
2017-06-05,244.158,24.0,102.5,24,2.176223471915395,24.0,2.2954091816367317,24.0,0.8309111202724332
2017-06-06,244.158,25.0,102.5,25,2.176223471915395,25.0,2.2954091816367317,25.0,0.8309111202724332
2017-06-07,244.158,26.0,102.5,26,2.176223471915395,26.0,2.2954091816367317,26.0,0.8309111202724332
2017-06-08,244.158,27.0,102.5,27,2.176223471915395,27.0,2.2954091816367317,27.0,0.8309111202724332
2017-06-09,244.158,28.0,102.5,28,2.176223471915395,28.0,2.2954091816367317,28.0,0.8309111202724332
2017-06-12,244.158,31.0,102.9,1,2.176223471915395,31.0,2.6946107784431073,1.0,0.9912537703476079
2017-06-13,244.158,32.0,102.9,2,2.176223471915395,32.0,2.6946107784431073,2.0,0.9912537703476079
2017-06-14,243.846,0.0,102.9,3,1.8563431667619756,0.0,2.6946107784431073,3.0,0.9912537703476079
2017-06-15,243.846,1.0,102.9,4,1.8563431667619756,1.0,2.6946107784431073,4.0,0.9912537703476079
2017-06-16,243.846,2.0,102.9,5,1.8563431667619756,2.0,2.6946107784431073,5.0,0.9912537703476079
2017-06-19,243.846,5.0,102.9,8,1.8563431667619756,5.0,2.6946107784431073,8.0,0.9912537703476079
2017-06-20,243.846,6.0,102.9,9,1.8563431667619756,6.0,2.6946107784431073,9.0,0.9912537703476079
2017-06-21,243.846,7.0,102.9,10,1.8563431667619756,7.0,2.6946107784431073,10.0,0.9912537703476079
2017-06-22,243.846,8.0,102.9,11,1.8563431667619756,8.0,2.6946107784431073,11.0,0.9912537703476079
2017-06-23,243.846,9.0,102.9,12,1.8563431667619756,9.0,2.6946107784431073,12.0,0.9912537703476079
2017-06-26,243.846,12.0,102.9,15,1.8563431667619756,12.0,2.6946107784431073,15.0,0.9912537703476079
2017-06-27,243.846,13.0,102.9,16,1.8563431667619756,13.0,2.6946107784431073,16.0,0.9912537703476079
2017-06-28,243.846,14.0,102.9,17,1.8563431667619756,14.0,2.6946107784431073,17.0,0.9912537703476079
2017-06-29,243.846,15.0,102.9,18,1.8563431667619756,15.0,2.6946107784431073,18.0,0.9912537703476079
2017-06-30,243.846,16.0,102.9,19,1.8563431667619756,16.0,2.6946107784431073,19.0,0.9912537703476079
2017-07-03,243.846,19.0,102.9,22,1.8563431667619756,19.0,2.6946107784431073,22.0,0.9912537703476079
2017-07-04,243.846,20.0,102.9,23,1.8563431667619756,20.0,2.6946107784431073,23.0,0.9912537703476079
2017-07-05,243.846,21.0,102.9,24,1.8563431667619756,21.0,2.6946107784431073,24.0,0.9912537703476079
2017-07-06,243.846,22.0,102.9,25,1.8563431667619756,22.0,2.6946107784431073,25.0,0.9912537703476079
2017-07-07,243.846,23.0,102.9,26,1.8563431667619756,23.0,2.6946107784431073,26.0,0.9912537703476079
2017-07-10,243.846,26.0,102.9,29,1.8563431667619756,26.0,2.6946107784431073,29.0,0.9912537703476079
2017-07-11,243.846,27.0,102.9,30,1.8563431667619756,27.0,2.6946107784431073,30.0,0.9912537703476079
2017-07-12,243.846,28.0,103.3,0,1.8563431667619756,28.0,2.8884462151394397,0.0,1.06071871572289
2017-07-13,243.846,29.0,103.3,1,1.8563431667619756,29.0,2.8884462151394397,1.0,1.06071871572289
2017-07-14,243.79,0.0,103.3,2,1.640565809959127,0.0,2.8884462151394397,2.0,1.06071871572289
2017-07-17,243.79,3.0,103.3,5,1.640565809959127,3.0,2.8884462151394397,5.0,1.06071871572289
2017-07-18,243.79,4.0,103.3,6,1.640565809959127,4.0,2.8884462151394397,6.0,1.06071871572289
2017-07-19,243.79,5.0,103.3,7,1.640565809959127,5.0,2.8884462151394397,7.0,1.06071871572289
2017-07-20,243.79,6.0,103.3,8,1.640565809959127,6.0,2.8884462151394397,8.0,1.06071871572289
2017-07-21,243.79,7.0,103.3,9,1.640565809959127,7.0,2.8884462151394397,9.0,1.06071871572289
2017-07-24,243.79,10.0,103.3,12,1.640565809959127,10.0,2.8884462151394397,12.0,1.06071871572289
2017-07-25,243.79,11.0,103.3,13,1.640565809959127,11.0,2.8884462151394397,13.0,1.06071871572289
2017-07-26,243.79,12.0,103.3,14,1.640565809959127,12.0,2.8884462151394397,14.0,1.06071871572289
2017-07-27,243.79,13.0,103.3,15,1.640565809959127,13.0,2.8884462151394397,15.0,1.06071871572289
2017-07-28,243.79,14.0,103.3,16,1.640565809959127,14.0,2.8884462151394397,16.0,1.06071871572289
2017-07-31,243.79,17.0,103.3,19,1.640565809959127,17.0,2.8884462151394397,19.0,1.06071871572289
2017-08-01,243.79,18.0,103.3,20,1.640565809959127,18.0,2.8884462151394397,20.0,1.06071871572289
2017-08-02,243.79,19.0,103.3,21,1.640565809959127,19.0,2.8884462151394397,21.0,1.06071871572289
2017-08-03,243.79,20.0,103.3,22,1.640565809959127,20.0,2.8884462151394397,22.0,1.06071871572289
2017-08-04,243.79,21.0,103.3,23,1.640565809959127,21.0,2.8884462151394397,23.0,1.06071871572289
2017-08-07,243.79,24.0,103.3,26,1.640565809959127,24.0,2.8884462151394397,26.0,1.06071871572289
2017-08-08,243.79,25.0,103.3,27,1.640565809959127,25.0,2.8884462151394397,27.0,1.06071871572289
2017-08-09,243.79,26.0,103.3,28,1.640565809959127,26.0,2.8884462151394397,28.0,1.06071871572289
2017-08-10,243.79,27.0,103.3,29,1.640565809959127,27.0,2.8884462151394397,29.0,1.06071871572289
2017-08-11,244.048,0.0,103.3,0,1.7251073506566073,0.0,2.6838966202783254,0.0,0.9872697013327342
2017-08-14,244.048,3.0,103.3,3,1.7251073506566073,3.0,2.6838966202783254,3.0,0.9872697013327342
2017-08-15,244.048,4.0,103.3,4,1.7251073506566073,4.0,2.6838966202783254,4.0,0.9872697013327342
2017-08-16,244.048,5.0,103.3,5,1.7251073506566073,5.0,2.6838966202783254,5.0,0.9872697013327342
2017-08-17,244.048,6.0,103.3,6,1.7251073506566073,6.0,2.6838966202783254,6.0,0.9872697013327342
2017-08-18,244.048,7.0,103.3,7,1.7251073506566073,7.0,2.6838966202783254,7.0,0.9872697013327342
2017-08-21,244.048,10.0,103.3,10,1.7251073506566073,10.0,2.6838966202783254,10.0,0.9872697013327342
2017-08-22,244.048,11.0,103.3,11,1.7251073506566073,11.0,2.6838966202783254,11.0,0.9872697013327342
2017-08-23,244.048,12.0,103.3,12,1.7251073506566073,12.0,2.6838966202783254,12.0,0.9872697013327342
2017-08-24,244.048,13.0,103.3,13,1.7251073506566073,13.0,2.6838966202783254,13.0,0.9872697013327342
2017-08-25,244.048,14.0,103.3,14,1.7251073506566073,14.0,2.6838966202783254,14.0,0.9872697013327342
2017-08-28,244.048,17.0,103.3,17,1.7251073506566073,17.0,2.6838966202783254,17.0,0.9872697013327342
2017-08-29,244.048,18.0,103.3,18,1.7251073506566073,18.0,2.6838966202783254,18.0,0.9872697013327342
2017-08-30,244.048,19.0,103.3,19,1.7251073506566073,19.0,2.6838966202783254,19.0,0.9872697013327342
2017-08-31,244.048,20.0,103.3,20,1.7251073506566073,20.0,2.6838966202783254,20.0,0.9872697013327342
2017-09-01,244.048,21.0,103.3,21,1.7251073506566073,21.0,2.6838966202783254,21.0,0.9872697013327342
2017-09-04,244.048,24.0,103.3,24,1.7251073506566073,24.0,2.6838966202783254,24.0,0.9872697013327342
2017-09-05,244.048,25.0,103.3,25,1.7251073506566073,25.0,2.6838966202783254,25.0,0.9872697013327342
2017-09-06,244.048,26.0,103.3,26,1.7251073506566073,26.0,2.6838966202783254,26.0,0.9872697013327342
2017-09-07,244.048,27.0,103.3,27,1.7251073506566073,27.0,2.6838966202783254,27.0,0.9872697013327342
2017-09-08,244.048,28.0,103.3,28,1.7251073506566073,28.0,2.6838966202783254,28.0,0.9872697013327342
2017-09-11,244.048,31.0,103.2,0,1.7251073506566073,31.0,2.5844930417495027,0.0,0.9495293733498887
2017-09-12,244.048,32.0,103.2,1,1.7251073506566073,32.0,2.5844930417495027,1.0,0.9495293733498887
2017-09-13,244.048,33.0,103.2,2,1.7251073506566073,33.0,2.5844930417495027,2.0,0.9495293733498887
2017-09-14,245.03,0.0,103.2,3,1.92812155729698,0.0,2.5844930417495027,3.0,0.9495293733498887
2017-09-15,245.03,1.0,103.2,4,1.92812155729698,1.0,2.5844930417495027,4.0,0.9495293733498887
2017-09-18,245.03,4.0,103.2,7,1.92812155729698,4.0,2.5844930417495027,7.0,0.9495293733498887
2017-09-19,245.03,5.0,103.2,8,1.92812155729698,5.0,2.5844930417495027,8.0,0.9495293733498887
2017-09-20,245.03,6.0,103.2,9,1.92812155729698,6.0,2.5844930417495027,9.0,0.9495293733498887
2017-09-21,245.03,7.0,103.2,10,1.92812155729698,7.0,2.5844930417495027,10.0,0.9495293733498887
2017-09-22,245.03,8.0,103.2,11,1.92812155729698,8.0,2.5844930417495027,11.0,0.9495293733498887
2017-09-25,245.03,11.0,103.2,14,1.92812155729698,11.0,2.5844930417495027,14.0,0.9495293733498887
2017-09-26,245.03,12.0,103.2,15,1.92812155729698,12.0,2.5844930417495027,15.0,0.9495293733498887
2017-09-27,245.03,13.0,103.2,16,1.92812155729698,13.0,2.5844930417495027,16.0,0.9495293733498887
2017-09-28,245.03,14.0,103.2,17,1.92812155729698,14.0,2.5844930417495027,17.0,0.9495293733498887
2017-09-29,245.03,15.0,103.2,18,1.92812155729698,15.0,2.5844930417495027,18.0,0.9495293733498887
2017-10-02,245.03,18.0,103.2,21,1.92812155729698,18.0,2.5844930417495027,21.0,0.9495293733498887
2017-10-03,245.03,19.0,103.2,22,1.92812155729698,19.0,2.5844930417495027,22.0,0.9495293733498887
2017-10-04,245.03,20.0,103.2,23,1.92812155729698,20.0,2.5844930417495027,23.0,0.9495293733498887
2017-10-05,245.03,21.0,103.2,24,1.92812155729698,21.0,2.5844930417495027,24.0,0.9495293733498887
2017-10-06,245.03,22.0,103.2,25,1.92812155729698,22.0,2.5844930417495027,25.0,0.9495293733498887
2017-10-09,245.03,25.0,103.2,28,1.92812155729698,25.0,2.5844930417495027,28.0,0.9495293733498887
2017-10-10,245.03,26.0,103.2,29,1.92812155729698,26.0,2.5844930417495027,29.0,0.9495293733498887
2017-10-11,245.03,27.0,103.2,30,1.92812155729698,27.0,2.5844930417495027,30.0,0.9495293733498887
2017-10-12,245.03,28.0,103.8,0,1.92812155729698,28.0,2.874132804757168,0.0,1.0557509956209503
2017-10-13,246.373,0.0,103.8,1,2.1805652303711787,0.0,2.874132804757168,1.0,1.0557509956209503
2017-10-16,246.373,3.0,103.8,4,2.1805652303711787,3.0,2.874132804757168,4.0,1.0557509956209503
2017-10-17,246.373,4.0,103.8,5,2.1805652303711787,4.0,2.874132804757168,5.0,1.0557509956209503
2017-10-18,246.373,5.0,103.8,6,2.1805652303711787,5.0,2.874132804757168,6.0,1.0557509956209503
2017-10-19,246.373,6.0,103.8,7,2.1805652303711787,6.0,2.874132804757168,7.0,1.0557509956209503
2017-10-20,246.373,7.0,103.8,8,2.1805652303711787,7.0,2.874132804757168,8.0,1.0557509956209503
2017-10-23,246.373,10.0,103.8,11,2.1805652303711787,10.0,2.874132804757168,11.0,1.0557509956209503
2017-10-24,246.373,11.0,103.8,12,2.1805652303711787,11.0,2.874132804757168,12.0,1.0557509956209503
2017-10-25,246.373,12.0,103.8,13,2.1805652303711787,12.0,2.874132804757168,13.0,1.0557509956209503
2017-10-26,246.373,13.0,103.8,14,2.1805652303711787,13.0,2.874132804757168,14.0,1.0557509956209503
2017-10-27,246.373,14.0,103.8,15,2.1805652303711787,14.0,2.874132804757168,15.0,1.0557509956209503
2017-10-30,246.373,17.0,103.8,18,2.1805652303711787,17.0,2.874132804757168,18.0,1.0557509956209503
2017-10-31,246.373,18.0,103.8,19,2.1805652303711787,18.0,2.874132804757168,19.0,1.0557509956209503
