date,USA_cpi_value,USA_cpi_days_since_update,UK_cpi_value,UK_cpi_days_since_update,USA_cpi_yoy,USA_cpi_yoy_days_since_update,UK_cpi_yoy,UK_cpi_yoy_days_since_update,UK_cpi_yoy_log
2023-03-16,301.648,2.0,126.4,2,5.957820738137087,2.0,10.008703220191473,2.0,2.303455036502586
2023-03-17,301.648,3.0,126.4,3,5.957820738137087,3.0,10.008703220191473,3.0,2.303455036502586
2023-03-20,301.648,6.0,126.4,6,5.957820738137087,6.0,10.008703220191473,6.0,2.303455036502586
2023-03-21,301.648,7.0,126.4,7,5.957820738137087,7.0,10.008703220191473,7.0,2.303455036502586
2023-03-22,301.648,8.0,126.4,8,5.957820738137087,8.0,10.008703220191473,8.0,2.303455036502586
2023-03-23,301.648,9.0,126.4,9,5.957820738137087,9.0,10.008703220191473,9.0,2.303455036502586
2023-03-24,301.648,10.0,126.4,10,5.957820738137087,10.0,10.008703220191473,10.0,2.303455036502586
2023-03-27,301.648,13.0,126.4,13,5.957820738137087,13.0,10.008703220191473,13.0,2.303455036502586
2023-03-28,301.648,14.0,126.4,14,5.957820738137087,14.0,10.008703220191473,14.0,2.303455036502586
2023-03-29,301.648,15.0,126.4,15,5.957820738137087,15.0,10.008703220191473,15.0,2.303455036502586
2023-03-30,301.648,16.0,126.4,16,5.957820738137087,16.0,10.008703220191473,16.0,2.303455036502586
2023-03-31,301.648,17.0,126.4,17,5.957820738137087,17.0,10.008703220191473,17.0,2.303455036502586
2023-04-03,301.648,20.0,126.4,20,5.957820738137087,20.0,10.008703220191473,20.0,2.303455036502586
2023-04-04,301.648,21.0,126.4,21,5.957820738137087,21.0,10.008703220191473,21.0,2.303455036502586
2023-04-05,301.648,22.0,126.4,22,5.957820738137087,22.0,10.008703220191473,22.0,2.303455036502586
2023-04-06,301.648,23.0,126.4,23,5.957820738137087,23.0,10.008703220191473,23.0,2.303455036502586
2023-04-07,301.648,24.0,126.4,24,5.957820738137087,24.0,10.008703220191473,24.0,2.303455036502586
2023-04-10,301.648,27.0,126.4,27,5.957820738137087,27.0,10.008703220191473,27.0,2.303455036502586
2023-04-11,301.648,28.0,127.9,0,5.957820738137087,28.0,10.449050086355793,0.0,2.3465110734518926
2023-04-12,301.808,0.0,127.9,1,4.917719362889961,0.0,10.449050086355793,1.0,2.3465110734518926
2023-04-13,301.808,1.0,127.9,2,4.917719362889961,1.0,10.449050086355793,2.0,2.3465110734518926
2023-04-14,301.808,2.0,127.9,3,4.917719362889961,2.0,10.449050086355793,3.0,2.3465110734518926
2023-04-17,301.808,5.0,127.9,6,4.917719362889961,5.0,10.449050086355793,6.0,2.3465110734518926
2023-04-18,301.808,6.0,127.9,7,4.917719362889961,6.0,10.449050086355793,7.0,2.3465110734518926
2023-04-19,301.808,7.0,127.9,8,4.917719362889961,7.0,10.449050086355793,8.0,2.3465110734518926
2023-04-20,301.808,8.0,127.9,9,4.917719362889961,8.0,10.449050086355793,9.0,2.3465110734518926
2023-04-21,301.808,9.0,127.9,10,4.917719362889961,9.0,10.449050086355793,10.0,2.3465110734518926
2023-04-24,301.808,12.0,127.9,13,4.917719362889961,12.0,10.449050086355793,13.0,2.3465110734518926
2023-04-25,301.808,13.0,127.9,14,4.917719362889961,13.0,10.449050086355793,14.0,2.3465110734518926
2023-04-26,301.808,14.0,127.9,15,4.917719362889961,14.0,10.449050086355793,15.0,2.3465110734518926
2023-04-27,301.808,15.0,127.9,16,4.917719362889961,15.0,10.449050086355793,16.0,2.3465110734518926
2023-04-28,301.808,16.0,127.9,17,4.917719362889961,16.0,10.449050086355793,17.0,2.3465110734518926
2023-05-01,301.808,19.0,127.9,20,4.917719362889961,19.0,10.449050086355793,20.0,2.3465110734518926
2023-05-02,301.808,20.0,127.9,21,4.917719362889961,20.0,10.449050086355793,21.0,2.3465110734518926
2023-05-03,301.808,21.0,127.9,22,4.917719362889961,21.0,10.449050086355793,22.0,2.3465110734518926
2023-05-04,301.808,22.0,127.9,23,4.917719362889961,22.0,10.449050086355793,23.0,2.3465110734518926
2023-05-05,301.808,23.0,127.9,24,4.917719362889961,23.0,10.449050086355793,24.0,2.3465110734518926
2023-05-08,301.808,26.0,127.9,27,4.917719362889961,26.0,10.449050086355793,27.0,2.3465110734518926
2023-05-09,301.808,27.0,127.9,28,4.917719362889961,27.0,10.449050086355793,28.0,2.3465110734518926
2023-05-10,302.918,0.0,127.9,29,4.950079879124369,0.0,10.449050086355793,29.0,2.3465110734518926
2023-05-11,302.918,1.0,127.9,30,4.950079879124369,1.0,10.449050086355793,30.0,2.3465110734518926
2023-05-12,302.918,2.0,128.9,0,4.950079879124369,2.0,10.076857386848847,0.0,2.310241446856039
2023-05-15,302.918,5.0,128.9,3,4.950079879124369,5.0,10.076857386848847,3.0,2.310241446856039
2023-05-16,302.918,6.0,128.9,4,4.950079879124369,6.0,10.076857386848847,4.0,2.310241446856039
2023-05-17,302.918,7.0,128.9,5,4.950079879124369,7.0,10.076857386848847,5.0,2.310241446856039
2023-05-18,302.918,8.0,128.9,6,4.950079879124369,8.0,10.076857386848847,6.0,2.310241446856039
2023-05-19,302.918,9.0,128.9,7,4.950079879124369,9.0,10.076857386848847,7.0,2.310241446856039
2023-05-22,302.918,12.0,128.9,10,4.950079879124369,12.0,10.076857386848847,10.0,2.310241446856039
2023-05-23,302.918,13.0,128.9,11,4.950079879124369,13.0,10.076857386848847,11.0,2.310241446856039
2023-05-24,302.918,14.0,128.9,12,4.950079879124369,14.0,10.076857386848847,12.0,2.310241446856039
2023-05-25,302.918,15.0,128.9,13,4.950079879124369,15.0,10.076857386848847,13.0,2.310241446856039
2023-05-26,302.918,16.0,128.9,14,4.950079879124369,16.0,10.076857386848847,14.0,2.310241446856039
2023-05-29,302.918,19.0,128.9,17,4.950079879124369,19.0,10.076857386848847,17.0,2.310241446856039
2023-05-30,302.918,20.0,128.9,18,4.950079879124369,20.0,10.076857386848847,18.0,2.310241446856039
2023-05-31,302.918,21.0,128.9,19,4.950079879124369,21.0,10.076857386848847,19.0,2.310241446856039
2023-06-01,302.918,22.0,128.9,20,4.950079879124369,22.0,10.076857386848847,20.0,2.310241446856039
2023-06-02,302.918,23.0,128.9,21,4.950079879124369,23.0,10.076857386848847,21.0,2.310241446856039
2023-06-05,302.918,26.0,128.9,24,4.950079879124369,26.0,10.076857386848847,24.0,2.310241446856039
2023-06-06,302.918,27.0,128.9,25,4.950079879124369,27.0,10.076857386848847,25.0,2.310241446856039
2023-06-07,302.918,28.0,128.9,26,4.950079879124369,28.0,10.076857386848847,26.0,2.310241446856039
2023-06-08,302.918,29.0,128.9,27,4.950079879124369,29.0,10.076857386848847,27.0,2.310241446856039
2023-06-09,302.918,30.0,128.9,28,4.950079879124369,30.0,10.076857386848847,28.0,2.310241446856039
2023-06-12,302.918,33.0,130.4,1,4.950079879124369,33.0,8.666666666666668,1.0,2.1594842493533726
2023-06-13,303.294,0.0,130.4,2,4.131851231385042,0.0,8.666666666666668,2.0,2.1594842493533726
2023-06-14,303.294,1.0,130.4,3,4.131851231385042,1.0,8.666666666666668,3.0,2.1594842493533726
2023-06-15,303.294,2.0,130.4,4,4.131851231385042,2.0,8.666666666666668,4.0,2.1594842493533726
2023-06-16,303.294,3.0,130.4,5,4.131851231385042,3.0,8.666666666666668,5.0,2.1594842493533726
2023-06-19,303.294,6.0,130.4,8,4.131851231385042,6.0,8.666666666666668,8.0,2.1594842493533726
2023-06-20,303.294,7.0,130.4,9,4.131851231385042,7.0,8.666666666666668,9.0,2.1594842493533726
2023-06-21,303.294,8.0,130.4,10,4.131851231385042,8.0,8.666666666666668,10.0,2.1594842493533726
2023-06-22,303.294,9.0,130.4,11,4.131851231385042,9.0,8.666666666666668,11.0,2.1594842493533726
2023-06-23,303.294,10.0,130.4,12,4.131851231385042,10.0,8.666666666666668,12.0,2.1594842493533726
2023-06-26,303.294,13.0,130.4,15,4.131851231385042,13.0,8.666666666666668,15.0,2.1594842493533726
2023-06-27,303.294,14.0,130.4,16,4.131851231385042,14.0,8.666666666666668,16.0,2.1594842493533726
2023-06-28,303.294,15.0,130.4,17,4.131851231385042,15.0,8.666666666666668,17.0,2.1594842493533726
2023-06-29,303.294,16.0,130.4,18,4.131851231385042,16.0,8.666666666666668,18.0,2.1594842493533726
2023-06-30,303.294,17.0,130.4,19,4.131851231385042,17.0,8.666666666666668,19.0,2.1594842493533726
2023-07-03,303.294,20.0,130.4,22,4.131851231385042,20.0,8.666666666666668,22.0,2.1594842493533726
2023-07-04,303.294,21.0,130.4,23,4.131851231385042,21.0,8.666666666666668,23.0,2.1594842493533726
2023-07-05,303.294,22.0,130.4,24,4.131851231385042,22.0,8.666666666666668,24.0,2.1594842493533726
2023-07-06,303.294,23.0,130.4,25,4.131851231385042,23.0,8.666666666666668,25.0,2.1594842493533726
2023-07-07,303.294,24.0,130.4,26,4.131851231385042,24.0,8.666666666666668,26.0,2.1594842493533726
2023-07-10,303.294,27.0,130.4,29,4.131851231385042,27.0,8.666666666666668,29.0,2.1594842493533726
2023-07-11,303.294,28.0,130.4,30,4.131851231385042,28.0,8.666666666666668,30.0,2.1594842493533726
2023-07-12,303.841,0.0,131.3,0,3.070617072997095,0.0,8.69205298013247,0.0,2.1624091576508566
2023-07-13,303.841,1.0,131.3,1,3.070617072997095,1.0,8.69205298013247,1.0,2.1624091576508566
2023-07-14,303.841,2.0,131.3,2,3.070617072997095,2.0,8.69205298013247,2.0,2.1624091576508566
2023-07-17,303.841,5.0,131.3,5,3.070617072997095,5.0,8.69205298013247,5.0,2.1624091576508566
2023-07-18,303.841,6.0,131.3,6,3.070617072997095,6.0,8.69205298013247,6.0,2.1624091576508566
2023-07-19,303.841,7.0,131.3,7,3.070617072997095,7.0,8.69205298013247,7.0,2.1624091576508566
2023-07-20,303.841,8.0,131.3,8,3.070617072997095,8.0,8.69205298013247,8.0,2.1624091576508566
2023-07-21,303.841,9.0,131.3,9,3.070617072997095,9.0,8.69205298013247,9.0,2.1624091576508566
2023-07-24,303.841,12.0,131.3,12,3.070617072997095,12.0,8.69205298013247,12.0,2.1624091576508566
2023-07-25,303.841,13.0,131.3,13,3.070617072997095,13.0,8.69205298013247,13.0,2.1624091576508566
2023-07-26,303.841,14.0,131.3,14,3.070617072997095,14.0,8.69205298013247,14.0,2.1624091576508566
2023-07-27,303.841,15.0,131.3,15,3.070617072997095,15.0,8.69205298013247,15.0,2.1624091576508566
2023-07-28,303.841,16.0,131.3,16,3.070617072997095,16.0,8.69205298013247,16.0,2.1624091576508566
2023-07-31,303.841,19.0,131.3,19,3.070617072997095,19.0,8.69205298013247,19.0,2.1624091576508566
2023-08-01,303.841,20.0,131.3,20,3.070617072997095,20.0,8.69205298013247,20.0,2.1624091576508566
2023-08-02,303.841,21.0,131.3,21,3.070617072997095,21.0,8.69205298013247,21.0,2.1624091576508566
2023-08-03,303.841,22.0,131.3,22,3.070617072997095,22.0,8.69205298013247,22.0,2.1624091576508566
2023-08-04,303.841,23.0,131.3,23,3.070617072997095,23.0,8.69205298013247,23.0,2.1624091576508566
2023-08-07,303.841,26.0,131.3,26,3.070617072997095,26.0,8.69205298013247,26.0,2.1624091576508566
2023-08-08,303.841,27.0,131.3,27,3.070617072997095,27.0,8.69205298013247,27.0,2.1624091576508566
2023-08-09,303.841,28.0,131.3,28,3.070617072997095,28.0,8.69205298013247,28.0,2.1624091576508566
2023-08-10,304.348,0.0,131.3,29,3.287749268428297,0.0,8.69205298013247,29.0,2.1624091576508566
2023-08-11,304.348,1.0,131.5,0,3.287749268428297,1.0,7.9638752052545225,0.0,2.0749157162216325
2023-08-14,304.348,4.0,131.5,3,3.287749268428297,4.0,7.9638752052545225,3.0,2.0749157162216325
2023-08-15,304.348,5.0,131.5,4,3.287749268428297,5.0,7.9638752052545225,4.0,2.0749157162216325
2023-08-16,304.348,6.0,131.5,5,3.287749268428297,6.0,7.9638752052545225,5.0,2.0749157162216325
2023-08-17,304.348,7.0,131.5,6,3.287749268428297,7.0,7.9638752052545225,6.0,2.0749157162216325
2023-08-18,304.348,8.0,131.5,7,3.287749268428297,8.0,7.9638752052545225,7.0,2.0749157162216325
2023-08-21,304.348,11.0,131.5,10,3.287749268428297,11.0,7.9638752052545225,10.0,2.0749157162216325
2023-08-22,304.348,12.0,131.5,11,3.287749268428297,12.0,7.9638752052545225,11.0,2.0749157162216325
2023-08-23,304.348,13.0,131.5,12,3.287749268428297,13.0,7.9638752052545225,12.0,2.0749157162216325
2023-08-24,304.348,14.0,131.5,13,3.287749268428297,14.0,7.9638752052545225,13.0,2.0749157162216325
2023-08-25,304.348,15.0,131.5,14,3.287749268428297,15.0,7.9638752052545225,14.0,2.0749157162216325
2023-08-28,304.348,18.0,131.5,17,3.287749268428297,18.0,7.9638752052545225,17.0,2.0749157162216325
2023-08-29,304.348,19.0,131.5,18,3.287749268428297,19.0,7.9638752052545225,18.0,2.0749157162216325
2023-08-30,304.348,20.0,131.5,19,3.287749268428297,20.0,7.9638752052545225,19.0,2.0749157162216325
2023-08-31,304.348,21.0,131.5,20,3.287749268428297,21.0,7.9638752052545225,20.0,2.0749157162216325
2023-09-01,304.348,22.0,131.5,21,3.287749268428297,22.0,7.9638752052545225,21.0,2.0749157162216325
2023-09-04,304.348,25.0,131.5,24,3.287749268428297,25.0,7.9638752052545225,24.0,2.0749157162216325
2023-09-05,304.348,26.0,131.5,25,3.287749268428297,26.0,7.9638752052545225,25.0,2.0749157162216325
2023-09-06,304.348,27.0,131.5,26,3.287749268428297,27.0,7.9638752052545225,26.0,2.0749157162216325
2023-09-07,304.348,28.0,131.5,27,3.287749268428297,28.0,7.9638752052545225,27.0,2.0749157162216325
2023-09-08,304.348,29.0,131.5,28,3.287749268428297,29.0,7.9638752052545225,28.0,2.0749157162216325
2023-09-11,304.348,32.0,130.9,0,3.287749268428297,32.0,6.857142857142873,0.0,1.92529086185258
2023-09-12,304.348,33.0,130.9,1,3.287749268428297,33.0,6.857142857142873,1.0,1.92529086185258
2023-09-13,306.269,0.0,130.9,2,3.722504803505289,0.0,6.857142857142873,2.0,1.92529086185258
2023-09-14,306.269,1.0,130.9,3,3.722504803505289,1.0,6.857142857142873,3.0,1.92529086185258
2023-09-15,306.269,2.0,130.9,4,3.722504803505289,2.0,6.857142857142873,4.0,1.92529086185258
2023-09-18,306.269,5.0,130.9,7,3.722504803505289,5.0,6.857142857142873,7.0,1.92529086185258
2023-09-19,306.269,6.0,130.9,8,3.722504803505289,6.0,6.857142857142873,8.0,1.92529086185258
2023-09-20,306.269,7.0,130.9,9,3.722504803505289,7.0,6.857142857142873,9.0,1.92529086185258
2023-09-21,306.269,8.0,130.9,10,3.722504803505289,8.0,6.857142857142873,10.0,1.92529086185258
2023-09-22,306.269,9.0,130.9,11,3.722504803505289,9.0,6.857142857142873,11.0,1.92529086185258
2023-09-25,306.269,12.0,130.9,14,3.722504803505289,12.0,6.857142857142873,14.0,1.92529086185258
2023-09-26,306.269,13.0,130.9,15,3.722504803505289,13.0,6.857142857142873,15.0,1.92529086185258
2023-09-27,306.269,14.0,130.9,16,3.722504803505289,14.0,6.857142857142873,16.0,1.92529086185258
2023-09-28,306.269,15.0,130.9,17,3.722504803505289,15.0,6.857142857142873,17.0,1.92529086185258
2023-09-29,306.269,16.0,130.9,18,3.722504803505289,16.0,6.857142857142873,18.0,1.92529086185258
2023-10-02,306.269,19.0,130.9,21,3.722504803505289,19.0,6.857142857142873,21.0,1.92529086185258
2023-10-03,306.269,20.0,130.9,22,3.722504803505289,20.0,6.857142857142873,22.0,1.92529086185258
2023-10-04,306.269,21.0,130.9,23,3.722504803505289,21.0,6.857142857142873,23.0,1.92529086185258
2023-10-05,306.269,22.0,130.9,24,3.722504803505289,22.0,6.857142857142873,24.0,1.92529086185258
2023-10-06,306.269,23.0,130.9,25,3.722504803505289,23.0,6.857142857142873,25.0,1.92529086185258
2023-10-09,306.269,26.0,130.9,28,3.722504803505289,26.0,6.857142857142873,28.0,1.92529086185258
2023-10-10,306.269,27.0,130.9,29,3.722504803505289,27.0,6.857142857142873,29.0,1.92529086185258
2023-10-11,306.269,28.0,130.9,30,3.722504803505289,28.0,6.857142857142873,30.0,1.92529086185258
2023-10-12,307.481,0.0,131.3,0,3.687206638119256,0.0,6.661251015434622,0.0,1.8963073070678933
2023-10-13,307.481,1.0,131.3,1,3.687206638119256,1.0,6.661251015434622,1.0,1.8963073070678933
2023-10-16,307.481,4.0,131.3,4,3.687206638119256,4.0,6.661251015434622,4.0,1.8963073070678933
2023-10-17,307.481,5.0,131.3,5,3.687206638119256,5.0,6.661251015434622,5.0,1.8963073070678933
2023-10-18,307.481,6.0,131.3,6,3.687206638119256,6.0,6.661251015434622,6.0,1.8963073070678933
2023-10-19,307.481,7.0,131.3,7,3.687206638119256,7.0,6.661251015434622,7.0,1.8963073070678933
2023-10-20,307.481,8.0,131.3,8,3.687206638119256,8.0,6.661251015434622,8.0,1.8963073070678933
2023-10-23,307.481,11.0,131.3,11,3.687206638119256,11.0,6.661251015434622,11.0,1.8963073070678933
2023-10-24,307.481,12.0,131.3,12,3.687206638119256,12.0,6.661251015434622,12.0,1.8963073070678933
2023-10-25,307.481,13.0,131.3,13,3.687206638119256,13.0,6.661251015434622,13.0,1.8963073070678933
2023-10-26,307.481,14.0,131.3,14,3.687206638119256,14.0,6.661251015434622,14.0,1.8963073070678933
2023-10-27,307.481,15.0,131.3,15,3.687206638119256,15.0,6.661251015434622,15.0,1.8963073070678933
2023-10-30,307.481,18.0,131.3,18,3.687206638119256,18.0,6.661251015434622,18.0,1.8963073070678933
2023-10-31,307.481,19.0,131.3,19,3.687206638119256,19.0,6.661251015434622,19.0,1.8963073070678933
2023-11-01,307.481,20.0,131.3,20,3.687206638119256,20.0,6.661251015434622,20.0,1.8963073070678933
2023-11-02,307.481,21.0,131.3,21,3.687206638119256,21.0,6.661251015434622,21.0,1.8963073070678933
2023-11-03,307.481,22.0,131.3,22,3.687206638119256,22.0,6.661251015434622,22.0,1.8963073070678933
2023-11-06,307.481,25.0,131.3,25,3.687206638119256,25.0,6.661251015434622,25.0,1.8963073070678933
2023-11-07,307.481,26.0,131.3,26,3.687206638119256,26.0,6.661251015434622,26.0,1.8963073070678933
2023-11-08,307.481,27.0,131.3,27,3.687206638119256,27.0,6.661251015434622,27.0,1.8963073070678933
2023-11-09,307.481,28.0,131.3,28,3.687206638119256,28.0,6.661251015434622,28.0,1.8963073070678933
2023-11-10,307.481,29.0,131.3,29,3.687206638119256,29.0,6.661251015434622,29.0,1.8963073070678933
2023-11-13,307.481,32.0,132.0,2,3.687206638119256,32.0,6.623586429725359,2.0,1.8906369800078024
2023-11-14,307.619,0.0,132.0,3,3.2512659098611785,0.0,6.623586429725359,3.0,1.8906369800078024
2023-11-15,307.619,1.0,132.0,4,3.2512659098611785,1.0,6.623586429725359,4.0,1.8906369800078024
2023-11-16,307.619,2.0,132.0,5,3.2512659098611785,2.0,6.623586429725359,5.0,1.8906369800078024
2023-11-17,307.619,3.0,132.0,6,3.2512659098611785,3.0,6.623586429725359,6.0,1.8906369800078024
2023-11-20,307.619,6.0,132.0,9,3.2512659098611785,6.0,6.623586429725359,9.0,1.8906369800078024
2023-11-21,307.619,7.0,132.0,10,3.2512659098611785,7.0,6.623586429725359,10.0,1.8906369800078024
2023-11-22,307.619,8.0,132.0,11,3.2512659098611785,8.0,6.623586429725359,11.0,1.8906369800078024
2023-11-23,307.619,9.0,132.0,12,3.2512659098611785,9.0,6.623586429725359,12.0,1.8906369800078024
2023-11-24,307.619,10.0,132.0,13,3.2512659098611785,10.0,6.623586429725359,13.0,1.8906369800078024
2023-11-27,307.619,13.0,132.0,16,3.2512659098611785,13.0,6.623586429725359,16.0,1.8906369800078024
2023-11-28,307.619,14.0,132.0,17,3.2512659098611785,14.0,6.623586429725359,17.0,1.8906369800078024
2023-11-29,307.619,15.0,132.0,18,3.2512659098611785,15.0,6.623586429725359,18.0,1.8906369800078024
2023-11-30,307.619,16.0,132.0,19,3.2512659098611785,16.0,6.623586429725359,19.0,1.8906369800078024
2023-12-01,307.619,17.0,132.0,20,3.2512659098611785,17.0,6.623586429725359,20.0,1.8906369800078024
2023-12-04,307.619,20.0,132.0,23,3.2512659098611785,20.0,6.623586429725359,23.0,1.8906369800078024
2023-12-05,307.619,21.0,132.0,24,3.2512659098611785,21.0,6.623586429725359,24.0,1.8906369800078024
2023-12-06,307.619,22.0,132.0,25,3.2512659098611785,22.0,6.623586429725359,25.0,1.8906369800078024
2023-12-07,307.619,23.0,132.0,26,3.2512659098611785,23.0,6.623586429725359,26.0,1.8906369800078024
2023-12-08,307.619,24.0,132.0,27,3.2512659098611785,24.0,6.623586429725359,27.0,1.8906369800078024
2023-12-11,307.619,27.0,132.0,30,3.2512659098611785,27.0,6.623586429725359,30.0,1.8906369800078024
2023-12-12,307.917,0.0,132.0,0,3.1333462745911866,0.0,4.5958795562599075,0.0,1.5251601534333528
2023-12-13,307.917,1.0,132.0,1,3.1333462745911866,1.0,4.5958795562599075,1.0,1.5251601534333528
2023-12-14,307.917,2.0,132.0,2,3.1333462745911866,2.0,4.5958795562599075,2.0,1.5251601534333528
2023-12-15,307.917,3.0,132.0,3,3.1333462745911866,3.0,4.5958795562599075,3.0,1.5251601534333528
2023-12-18,307.917,6.0,132.0,6,3.1333462745911866,6.0,4.5958795562599075,6.0,1.5251601534333528
2023-12-19,307.917,7.0,132.0,7,3.1333462745911866,7.0,4.5958795562599075,7.0,1.5251601534333528
2023-12-20,307.917,8.0,132.0,8,3.1333462745911866,8.0,4.5958795562599075,8.0,1.5251601534333528
2023-12-21,307.917,9.0,132.0,9,3.1333462745911866,9.0,4.5958795562599075,9.0,1.5251601534333528
2023-12-22,307.917,10.0,132.0,10,3.1333462745911866,10.0,4.5958795562599075,10.0,1.5251601534333528
2023-12-25,307.917,13.0,132.0,13,3.1333462745911866,13.0,4.5958795562599075,13.0,1.5251601534333528
2023-12-26,307.917,14.0,132.0,14,3.1333462745911866,14.0,4.5958795562599075,14.0,1.5251601534333528
2023-12-27,307.917,15.0,132.0,15,3.1333462745911866,15.0,4.5958795562599075,15.0,1.5251601534333528
2023-12-28,307.917,16.0,132.0,16,3.1333462745911866,16.0,4.5958795562599075,16.0,1.5251601534333528
2023-12-29,307.917,17.0,132.0,17,3.1333462745911866,17.0,4.5958795562599075,17.0,1.5251601534333528
2024-01-01,307.917,20.0,132.0,20,3.1333462745911866,20.0,4.5958795562599075,20.0,1.5251601534333528
2024-01-02,307.917,21.0,132.0,21,3.1333462745911866,21.0,4.5958795562599075,21.0,1.5251601534333528
2024-01-03,307.917,22.0,132.0,22,3.1333462745911866,22.0,4.5958795562599075,22.0,1.5251601534333528
2024-01-04,307.917,23.0,132.0,23,3.1333462745911866,23.0,4.5958795562599075,23.0,1.5251601534333528
2024-01-05,307.917,24.0,132.0,24,3.1333462745911866,24.0,4.5958795562599075,24.0,1.5251601534333528
2024-01-08,307.917,27.0,132.0,27,3.1333462745911866,27.0,4.5958795562599075,27.0,1.5251601534333528
2024-01-09,255.211,0.0,132.0,28,3.1333462745911866,28.0,4.5958795562599075,28.0,1.5251601534333528
2024-01-10,255.211,1.0,132.0,29,3.1333462745911866,29.0,4.5958795562599075,29.0,1.5251601534333528
2024-01-11,308.85,0.0,131.7,0,3.3159099427102934,0.0,3.946329913180735,0.0,1.3727860110950967
2024-01-12,308.85,1.0,131.7,1,3.3159099427102934,1.0,3.946329913180735,1.0,1.3727860110950967
2024-01-15,308.85,4.0,131.7,4,3.3159099427102934,4.0,3.946329913180735,4.0,1.3727860110950967
2024-01-16,308.85,5.0,131.7,5,3.3159099427102934,5.0,3.946329913180735,5.0,1.3727860110950967
2024-01-17,308.85,6.0,131.7,6,3.3159099427102934,6.0,3.946329913180735,6.0,1.3727860110950967
2024-01-18,308.85,7.0,131.7,7,3.3159099427102934,7.0,3.946329913180735,7.0,1.3727860110950967
2024-01-19,308.85,8.0,131.7,8,3.3159099427102934,8.0,3.946329913180735,8.0,1.3727860110950967
2024-01-22,308.85,11.0,131.7,11,3.3159099427102934,11.0,3.946329913180735,11.0,1.3727860110950967
2024-01-23,308.85,12.0,131.7,12,3.3159099427102934,12.0,3.946329913180735,12.0,1.3727860110950967
2024-01-24,308.85,13.0,131.7,13,3.3159099427102934,13.0,3.946329913180735,13.0,1.3727860110950967
2024-01-25,308.85,14.0,131.7,14,3.3159099427102934,14.0,3.946329913180735,14.0,1.3727860110950967
2024-01-26,308.85,15.0,131.7,15,3.3159099427102934,15.0,3.946329913180735,15.0,1.3727860110950967
2024-01-29,308.85,18.0,131.7,18,3.3159099427102934,18.0,3.946329913180735,18.0,1.3727860110950967
2024-01-30,308.85,19.0,131.7,19,3.3159099427102934,19.0,3.946329913180735,19.0,1.3727860110950967
2024-01-31,308.85,20.0,131.7,20,3.3159099427102934,20.0,3.946329913180735,20.0,1.3727860110950967
2024-02-01,308.85,21.0,131.7,21,3.3159099427102934,21.0,3.946329913180735,21.0,1.3727860110950967
2024-02-02,308.85,22.0,131.7,22,3.3159099427102934,22.0,3.946329913180735,22.0,1.3727860110950967
2024-02-05,308.85,25.0,131.7,25,3.3159099427102934,25.0,3.946329913180735,25.0,1.3727860110950967
2024-02-06,308.85,26.0,131.7,26,3.3159099427102934,26.0,3.946329913180735,26.0,1.3727860110950967
2024-02-07,308.85,27.0,131.7,27,3.3159099427102934,27.0,3.946329913180735,27.0,1.3727860110950967
2024-02-08,308.85,28.0,131.7,28,3.3159099427102934,28.0,3.946329913180735,28.0,1.3727860110950967
2024-02-09,253.319,0.0,131.7,29,3.3159099427102934,29.0,3.946329913180735,29.0,1.3727860110950967
2024-02-12,253.319,3.0,132.2,1,3.3159099427102934,32.0,3.9308176100628867,1.0,1.3688474475161683
2024-02-13,309.685,0.0,132.2,2,3.0883429864855705,0.0,3.9308176100628867,2.0,1.3688474475161683
2024-02-14,309.685,1.0,132.2,3,3.0883429864855705,1.0,3.9308176100628867,3.0,1.3688474475161683
2024-02-15,309.685,2.0,132.2,4,3.0883429864855705,2.0,3.9308176100628867,4.0,1.3688474475161683
2024-02-16,309.685,3.0,132.2,5,3.0883429864855705,3.0,3.9308176100628867,5.0,1.3688474475161683
2024-02-19,309.685,6.0,132.2,8,3.0883429864855705,6.0,3.9308176100628867,8.0,1.3688474475161683
2024-02-20,309.685,7.0,132.2,9,3.0883429864855705,7.0,3.9308176100628867,9.0,1.3688474475161683
2024-02-21,309.685,8.0,132.2,10,3.0883429864855705,8.0,3.9308176100628867,10.0,1.3688474475161683
2024-02-22,309.685,9.0,132.2,11,3.0883429864855705,9.0,3.9308176100628867,11.0,1.3688474475161683
2024-02-23,309.685,10.0,132.2,12,3.0883429864855705,10.0,3.9308176100628867,12.0,1.3688474475161683
2024-02-26,309.685,13.0,132.2,15,3.0883429864855705,13.0,3.9308176100628867,15.0,1.3688474475161683
2024-02-27,309.685,14.0,132.2,16,3.0883429864855705,14.0,3.9308176100628867,16.0,1.3688474475161683
2024-02-28,309.685,15.0,132.2,17,3.0883429864855705,15.0,3.9308176100628867,17.0,1.3688474475161683
2024-02-29,309.685,16.0,132.2,18,3.0883429864855705,16.0,3.9308176100628867,18.0,1.3688474475161683
2024-03-01,309.685,17.0,132.2,19,3.0883429864855705,17.0,3.9308176100628867,19.0,1.3688474475161683
2024-03-04,309.685,20.0,132.2,22,3.0883429864855705,20.0,3.9308176100628867,22.0,1.3688474475161683
2024-03-05,309.685,21.0,132.2,23,3.0883429864855705,21.0,3.9308176100628867,23.0,1.3688474475161683
2024-03-06,309.685,22.0,132.2,24,3.0883429864855705,22.0,3.9308176100628867,24.0,1.3688474475161683
