date,realtime_start,value
2023-01-01,2023-09-21,-214472.0
2023-04-01,2023-12-20,-216805.0
2023-07-01,2023-12-20,-200304.0
2017-01-01,2024-01-09,-85463.0
2016-10-01,2024-01-09,-92158.0
2016-07-01,2024-01-09,-99562.0
2016-04-01,2024-01-09,-100481.0
2016-01-01,2024-01-09,-104015.0
2015-10-01,2024-01-09,-99657.0
2015-07-01,2024-01-09,-109927.0
2015-04-01,2024-01-09,-99475.0
2015-01-01,2024-01-09,-99395.0
2014-10-01,2024-01-09,-102784.0
2014-07-01,2024-01-09,-89189.0
2014-04-01,2024-01-09,-87169.0
2014-01-01,2024-01-09,-90914.0
2017-04-01,2024-01-09,-103940.0
2017-07-01,2024-01-09,-85766.0
2021-01-01,2024-01-09,-175550.0
2018-01-01,2024-01-09,-96923.0
2023-07-01,2024-01-09,-200304.0
2023-04-01,2024-01-09,-216805.0
2023-01-01,2024-01-09,-214472.0
2022-10-01,2024-01-09,-216154.0
2022-07-01,2024-01-09,-222757.0
2022-04-01,2024-01-09,-248784.0
2022-01-01,2024-01-09,-283899.0
2021-10-01,2024-01-09,-228951.0
2021-07-01,2024-01-09,-226725.0
2017-10-01,2024-01-09,-92446.0
2021-04-01,2024-01-09,-200219.0
2020-07-01,2024-01-09,-167262.0
2020-04-01,2024-01-09,-149227.0
2020-01-01,2024-01-09,-100447.0
2019-10-01,2024-01-09,-99998.0
2019-07-01,2024-01-09,-109789.0
2019-04-01,2024-01-09,-116484.0
2019-01-01,2024-01-09,-115479.0
2018-10-01,2024-01-09,-129323.0
2018-07-01,2024-01-09,-119449.0
2018-04-01,2024-01-09,-94154.0
2020-10-01,2024-01-09,-180203.0
2023-10-01,2024-03-21,-194810.0
2023-01-01,2024-03-21,-212655.0
2023-04-01,2024-03-21,-214980.0
2023-07-01,2024-03-21,-196378.0
2024-01-01,2024-06-20,-237645.0
2023-10-01,2024-06-20,-221784.0
2021-10-01,2024-06-20,-232248.0
2023-01-01,2024-06-20,-230330.0
2022-01-01,2024-06-20,-291819.0
2022-04-01,2024-06-20,-263099.0
2022-07-01,2024-06-20,-230529.0
2023-04-01,2024-06-20,-232603.0
2022-10-01,2024-06-20,-226651.0
2021-07-01,2024-06-20,-234993.0
2023-07-01,2024-06-20,-220659.0
2021-01-01,2024-06-20,-189504.0
2021-04-01,2024-06-20,-211235.0
2019-04-01,2024-06-20,-117007.0
2019-07-01,2024-06-20,-110158.0
2019-10-01,2024-06-20,-99458.0
2020-01-01,2024-06-20,-100532.0
2020-04-01,2024-06-20,-150361.0
2020-07-01,2024-06-20,-168929.0
2019-01-01,2024-06-20,-115129.0
2020-10-01,2024-06-20,-181379.0
2024-01-01,2024-09-19,-240984.0
2024-04-01,2024-09-19,-266787.0
2024-07-01,2024-12-18,-310948.0
2024-04-01,2024-12-18,-275031.0
2024-04-01,2025-03-20,-276689.0
2024-10-01,2025-03-20,-303942.0
2024-07-01,2025-03-20,-310279.0
2024-01-01,2025-03-20,-242711.0
2022-01-01,2025-06-24,-282559.0
2023-10-01,2025-06-24,-244252.0
2018-01-01,2025-06-24,-96829.0
2020-07-01,2025-06-24,-167051.0
2018-07-01,2025-06-24,-118825.0
2024-04-01,2025-06-24,-286311.0
2024-07-01,2025-06-24,-326168.0
2024-10-01,2025-06-24,-311967.0
2025-01-01,2025-06-24,-450170.0
2024-01-01,2025-06-24,-260854.0
2023-07-01,2025-06-24,-220792.0
2018-04-01,2025-06-24,-94724.0
2021-04-01,2025-06-24,-209216.0
2020-04-01,2025-06-24,-148055.0
2022-04-01,2025-06-24,-255197.0
2020-01-01,2025-06-24,-98334.0
2022-07-01,2025-06-24,-225334.0
2018-10-01,2025-06-24,-128616.0
2019-10-01,2025-06-24,-99217.0
2022-10-01,2025-06-24,-230044.0
2020-10-01,2025-06-24,-180058.0
2021-10-01,2025-06-24,-227976.0
2021-01-01,2025-06-24,-188912.0
2023-01-01,2025-06-24,-228060.0
2019-04-01,2025-06-24,-117608.0
2021-07-01,2025-06-24,-232529.0
2019-01-01,2025-06-24,-115086.0
2023-04-01,2025-06-24,-234899.0
2019-07-01,2025-06-24,-110052.0
2025-01-01,2025-09-23,-439822.0
2025-04-01,2025-09-23,-251312.0
2025-04-01,2026-01-14,-249217.0
2025-07-01,2026-01-14,-226402.0
2025-07-01,2026-03-25,-239142.0
2025-01-01,2026-03-25,-438346.0
2025-04-01,2026-03-25,-247778.0
2025-10-01,2026-03-25,-190745.0
